,ID,URL,Titre,Chapeau,Description,Description de la date,Nom du lieu,Adresse du lieu,Code postal,Ville,Coordonnées géographiques,Type de prix,Type d'accès,audience,group,locale,Month_debut,Year_debut,Month_fin,Year_fin
1016,28539,https://www.paris.fr/evenements/les-4-saisons-de-vivaldi-ave-maria-et-celebres-concertos-28539,"Les 4 Saisons de Vivaldi, Ave Maria et Célèbres Concertos",Retrouvez la magie de la musique classique à travers ce concert réunissant les œuvres les plus célèbres du répertoire.,"<h3>Les 4 Saisons de Vivaldi, Ave Maria et Célèbres Concertos</h3><p><strong>Orchestre Hélios</strong></p><p><strong>Violon Solo : Glen Rouxel</strong></p><p>Programme	: « Divertimento in D major, K. 136 » de Mozart, «Les Airs Bohémiens » de Sarasate, Les 4 Saisons de Vivaldi « Hiver », « Carmen» de Bizet arrangement Sarasate, « Crisantemi » de Puccini , « Pizzicato Polka » de Strauss, « Clair de Lune » de Debussy, « Chaconne » de Vitali, « Légende » de Wieniawski, « Ave Maria » de Caccini, « Canon » de Pachelbel</p><p>Dynamique et éclectique, <strong>l’orchestre</strong> <strong>Hélios</strong> s’est imposé depuis sa création en 2014.</p><p>Son directeur artistique, Paul Savalle, favorise l’insertion professionnelle des jeunes musiciens par la pratique d’orchestre. Ainsi, de jeunes diplômés se mêlent aux musiciens d’orchestre, aux chefs et aux solistes expérimentés, dans des conditions de travail optimales.</p><p>De la musique baroque à la musique contemporaine, les programmes sont variés, le répertoire est à la fois symphonique et choral, l’orchestre s’associant aux chœurs départementaux et régionaux.</p><p>Grâce à la collaboration avec différents chefs, les musiciens abordent un répertoire très riche en élargissant leur palette d’interprétation. Ils sont tous issus des grands conservatoires français, certains appartenant à un orchestre national.</p><p>Du quatuor à cordes à l’orchestre symphonique, en passant par l’ensemble de cuivres, l’orchestre élargit toujours son audience en modulant sa composition. La formation « cordes » se produit dans les plus prestigieuses églises de Paris, ce qui permet au public de découvrir un patrimoine architectural très riche.</p><p>Sa formation à géométrie variable permet à l’orchestre Hélios d’aborder un répertoire très large avec une curiosité passionnée.</p>",payant,Eglise Saint Germain des Prés,3 Place Saint-Germain des Prés,75006,Paris,"48.8539603, 2.3343506",payant,conseillée,Tout public.,Agenda,fr,May,2024,December,2024
1019,56538,https://www.paris.fr/evenements/paris-sportives-activites-football-et-decouverte-de-nouvelles-pratiques-sportives-par-socios-solidaires-56538,Paris Sportives : activités football et découverte de nouvelles pratiques sportives par SOCIOS SOLIDAIRES,Le dispositif « Paris Sportives » permet aux femmes et adolescentes de pratiquer régulièrement une activité physique sur les terrains de sport et dans les squares. Et c'est gratuit ! Découvrez tous les lieux et les activités.,"<p><strong>Activités football et découverte de nouvelles pratiques sportives par SOCIOS SOLIDAIRES</strong><br></p><p><strong>Adultes, découverte de nouvelles pratiques sportives</strong></p><table>
  <thead>
    <tr>
      <th>jourS</th>
      <th>horaireS</th>
      <th>dates</th>
      <th>Lieux</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>Lundi</td>
      <td>9h30-11h30</td>
      <td>Toute l'année</td>
      <td>Square Marcel Sembat<br><a href=""https://www.google.com/maps/place//data=!4m2!3m1!1s0x47e66f0861c524f7:0x5c696f38f8cae427?sa=X&amp;ved=1t:8290&amp;ictx=111"">42 Rue René Binet, 75018 Paris</a><br></td>
    </tr>
    <tr>
      <td>Jeudi</td>
      <td>9h30-11h30</td>
      <td>Toute l'année</td>
      <td>Square Marcel Sembat<br><a href=""https://www.google.com/maps/place//data=!4m2!3m1!1s0x47e66f0861c524f7:0x5c696f38f8cae427?sa=X&amp;ved=1t:8290&amp;ictx=111"">42 Rue René Binet, 75018 Paris</a><br></td>
    </tr>
  </tbody>
</table><p><strong>Séniors, découverte de nouvelles pratiques sportives</strong></p><table>
  <thead>
    <tr>
      <th>jourS</th>
      <th>horaireS</th>
      <th>dates</th>
      <th>Lieux</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>Lundi</td>
      <td>14h30-16h30</td>
      <td>Toute l'année</td>
      <td>Square Marcel Sembat<br><a href=""https://www.google.com/maps/place//data=!4m2!3m1!1s0x47e66f0861c524f7:0x5c696f38f8cae427?sa=X&amp;ved=1t:8290&amp;ictx=111"">42 Rue René Binet, 75018 Paris</a><br></td>
    </tr>
  </tbody>
</table><p><strong>Enfants, football</strong></p><table>
  <thead>
    <tr>
      <th>jourS</th>
      <th>horaireS</th>
      <th>dates</th>
      <th>Lieux</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>Samedi</td>
      <td>11h-12h</td>
      <td>Jusqu'au 1er juillet (hors vacances scolaires)</td>
      <td>Square Marcel Sembat<br><a href=""https://www.google.com/maps/place//data=!4m2!3m1!1s0x47e66f0861c524f7:0x5c696f38f8cae427?sa=X&amp;ved=1t:8290&amp;ictx=111"">42 Rue René Binet, 75018 Paris</a><br></td>
    </tr>
  </tbody>
</table>",gratuit,Square Marcel Sembat,42 Rue René Binet,75018,Paris,"48.8994270045773, 2.33916403834669",gratuit,conseillée,"Public enfants, jeunes et adultes.",Activités DJS,fr,January,2024,January,2025
1020,70305,https://www.paris.fr/evenements/trio-in-uno-au-son-de-la-terre-70305,Trio In Uno au Son de la Terre,"Composé des Brésiliens Diego Cardoso et José Ferreira ainsi que de l'Italienne Giulia Tamanini, le Trio In Uno nous emmène dans l’univers enchanteur de la musique instrumentale brésilienne.","<p>À travers leurs propres compositions et des œuvres de grands compositeurs tels qu’Egberto Gismonti, Hamilton de Holanda, Hermeto Pascoal, Marco Pereira et Radamés Gnattali, le trio allie l’énergie de la musique populaire et improvisée à l’expressivité de la musique classique. Depuis 2015, ils ont enregistré trois albums – Lilas, Ipê et le plus récent Destinos, en collaboration avec Bebê Kramer – et se produisent régulièrement sur les scènes françaises et internationales. Le trio a également collaboré avec des artistes de renom tels que Yamandu Costa, Nicolas Krassik, Vincent Segal, Sergio Assad, Rogério Caetano et Gabriel Grossi, entre autres.</p><p>Giulia Tamanini – saxophone soprano</p><p>José Ferreira – guitare 7 cordes</p><p>Diego Cardoso – Violoncelle</p>",payant,Le Son de la Terre,2 Port de Montebello,75005,Paris 05,"48.851503, 2.351091",payant,obligatoire,Tout public.,Aucun,fr,January,2025,January,2025
1022,49366,https://www.paris.fr/evenements/spectacle-place-aux-enfants-49366,WEEK-END EN FAMILLE Maison de Victor Hugo: spectacle PLACE AUX ENFANTS,Pierrette Patinette a décidé de rester pour toujours dans le monde des enfants. Pourrez-vous l’aider à grandir ?,"<p><em><strong>Un spectacle ludique autour
des droits de l’enfant </strong></em></p><p><em><strong>à partir des textes de Janusz Korczak et de Victor Hugo. <br></strong></em></p>",gratuit,Maison de Victor Hugo,6 place des Vosges,75004,Paris,"48.854820988539, 2.36613197362337",gratuit,obligatoire,"Public enfants, jeunes et adultes. A partir de 8 ans.",Aucun,fr,November,2024,December,2024
1024,70375,https://www.paris.fr/evenements/commemoration-souvenir-de-la-rafle-de-tunis-9-decembre-1942-70375,Commémoration : Souvenir de la rafle de Tunis (9 décembre 1942),Souvenir de la rafle de Tunis (9 décembre 1942).,"<p>Commémoration organisée avec la Société d’histoire des Juifs de Tunisie (SHJT).</p><p><p><a href=""https://billetterie.memorialdelashoah.org/fr/evenement/souvenir-de-la-rafle-de-tunis-9-decembre-1942"">En savoir +</a></p></p>",gratuit,Mémorial de la Shoah,17 rue Geoffroy l'Asnier,75004,Paris,"48.856578, 2.351828",gratuit,non,Tout public.,Aucun,fr,December,2024,December,2024
1026,42104,https://www.paris.fr/evenements/p-tit-cine-42104,P'tit ciné,"On se fait une toile ? Le p’tit cinéma ouvre un livre… Pas besoin de pop corn, ouvrez juste vos yeux et vos oreilles !","<p><strong>Les bibliothécaires vous accueillent !</strong></p><p>Très souvent, les films d'animations sont tirés de contes que l'on trouve sur les étagères de la bibliothèque.</p><p>Les bibliothécaires croisent extraits de film et lectures dans un moment de partage avec les enfants et leur font porter un regard nouveau sur ces histoires adaptées à l'écran.</p><section>
  <h2>- Mercredi 18 septembre | 14h30<br>- Mercredi 9 octobre | 14h30<br>- Mercredi 20 novembre | 14h30<br>- Mercredi 18 décembre | 14h30<strong><br></strong></h2>
  <p><a href=""mailto:bibliotheque.heurejoyeuse@paris.fr"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Sur inscription</a> à partir de 6 ans<br></p>
</section>
<p><a href=""https://www.paris.fr/lieux/bibliotheque-l-heure-joyeuse-2882"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">En savoir plus</a> sur les autres animations de la bibliothèque L'Heure Joyeuse</p>",gratuit,Bibliothèque L'Heure joyeuse,6-12 rue des Prêtres Saint-Séverin,75005,Paris,"48.851833, 2.34494",gratuit,obligatoire,Public enfants. A partir de 4 ans.,Bibliothèques,fr,September,2024,January,2025
1029,66724,https://www.paris.fr/evenements/projection-collection-cinedanse-par-gregoire-korganow-66724,[projection] Collection Cinédanse · par Grégoire Korganow,"Découvrez les court-métrages de danse qui composent CinéDanse, la collection produite par Grégoire Korganow et Amala Dianor depuis 2021, en référence aux Ciné-tracts de 1968. Les deux artistes ont pour ambition d'archiver, de laisser une trace de leurs expériences communes.","<p>La caméra de photographe Grégoire Korganow s’embarque dans la danse, au contact des interprètes, dans cette zone périphérique entre leur corps et le monde. Son regard ouvre un nouvel espace, évident et imperceptible, où la sensation du mouvement est aussi diffuse que directe.</p><iframe src=""https://player.vimeo.com/video/545353151?app_id=122963"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe><h2>autour de l'évènement</h2><h3>La Maison du kika</h3><p><strong>sam. 07 déc.</strong> 15h › 19h</p><p>tout public</p><p>tarif <strong>5, 9 ou 12€</strong> (au choix), <a href=""https://maisondesmetallos-billetterie.mapado.com/event/362407-la-maison-du-kika"" target=""_blank"">réservation conseillée</a></p><p>La Maison du Kika c’est une <strong>jam électro originale et ouverte à tous·tes</strong>, organisée par un des grands noms de l’électro en France, <strong>Crazy</strong>, avec<strong> DJ BATS</strong> aux platines, et <strong>DigitalSparrow </strong>à la danse electro et <strong>Le Kabuki </strong>à la vidéo.</p><p>Après un échauffement, vous serez convié·e à une<strong> initiation à la danse électro</strong>. Puis vous préparerez collectivement un flashmob, avant d’être entraîné·es dans une jam session, un kika-shifumi géant menant tout droit au flashmob.</p><h3>Man Rec + M&amp;M</h3><p><strong>sam. 07 déc.</strong> 15h › 19h</p><p>tout public</p><p>tarif <strong>10, 1</strong><strong>5 ou 20€</strong> (au choix), <a href=""https://maisondesmetallos-billetterie.mapado.com/event/362358-man-rec-m-m"" target=""_blank"">réservation conseillée</a></p><p><strong><em>Man Rec </em></strong>: Dans une proposition franche utilisant les énergies de toutes ces danses qui l’ont accompagnées, <strong>Amala Dianor</strong> explore ses « moi » multiples qui se dévoilent de manière brute, qui s’effacent les un après les autres et qui laissent la place à cet autre moi face à lui-même et debout devant toi.</p><p><strong><em>M&amp;M</em></strong> : Pour sa nouvelle création, un duo inédit, <strong>Amala Dianor</strong> réunit <strong>Marion Alzieu</strong> et <strong>Mwendwa Marchand</strong>. Les deux danseuses mêlent les ondulations syncopées du dancehall et l’excellente fluidité de la danse contemporaine tout en mettant en jeu leurs histoires de corps, tout en énergie et en émotion.</p><h3>Awir Leon (dj set)</h3><p><strong>sam. 07 déc.</strong> 21h30 › 22h30</p><p>tout public</p><p><strong>gratuit</strong>, <a href=""https://maisondesmetallos-billetterie.mapado.com/event/362799-dj-set-awir-leon"" target=""_blank"">réservation conseillée</a></p><p>Creusant son propre espace quelque part entre le hip-hop alternatif, l'électronique expérimentale et l'écriture soul, <strong>Awir Leon</strong> est un auteur compositeur à la voix unique et enivrante. Avant d’être musicien, il était aussi danseur, et cela donne à sa musique si singulière cette rythmique physique presque indomptable qui vous entraînera d’emblée dans la danse.</p>",gratuit,La Maison des métallos,"94, rue Jean-Pierre Timbaud",75011,Paris,"48.867741, 2.377855",gratuit,non,Tout public.,Aucun,fr,December,2024,December,2024
1031,66974,https://www.paris.fr/evenements/saint-valentin-sous-le-signe-de-la-magie-2025-66974,Une Saint-Valentin sous le signe de la magie 2025,"Une soirée sous le signe de la magie et de l’Amour !
Avec Alexandra Duvivier.","<p>Pendant le dîner nos serveurs-magiciens se déchaînent ! Puis, c’est l’heure du spectacle spécial « Saint Valentin » avec Alexandra Duvivier vous : de l’humour, de l’émotion, du mystère et même votre participation active au spectacle si vous le souhaitez ! C’est bien connu, l’Amour… c’est magique !</p><p>Et comme c’est la fête… un cadeau magique vous attend : vous allez pouvoir apprendre un tour de magie ! <em>(en option dans la limite des places disponibles)</em></p><figure aria-label=""Saint Valentin 2025 ; Image :  ; Crédits : Le Double Fond"">
  <img src=""https://cdn.paris.fr/qfapv4/2024/08/14/original-9b67150e441122dad3bcc01122fd43a9.jpg"" alt="""">
  <figcaption>Saint Valentin 2025 ; Crédits : Le Double Fond</figcaption>
</figure>",payant,Théâtre Le Double Fond,1 place du Marché Sainte-Catherine,75004,Paris,"48.8553759962578, 2.36257704084858",payant,obligatoire,Tout public.,Aucun,fr,February,2025,February,2025
1036,11871,https://www.paris.fr/evenements/revivre-les-animaux-disparus-en-realite-augmentee-11871,"Revivre, les animaux disparus en réalité augmentée","Avec ""Revivre, les animaux disparus en réalité augmentée"", Le Muséum national d'Histoire naturelle vous propose de vivre une expérience inédite en réalité augmentée à la découverte d'espèces disparues.","<p>Qui n’a jamais imaginé se promener aux côtés d’espèces, contemporaines de l’Homme, aujourd’hui disparues ? Ce nouveau parcours en réalité augmentée redonne vie à 11 espèces d’animaux aujourd’hui éteintes ou en danger d’extinction.</p><p>Laissez-vous porter par une déambulation inédite dans la salle des espèces menacées et disparues de la Grande Galerie de l’Évolution. Ici défilent les vitrines d’animaux et de plantes que l’on ne trouve plus ou quasiment plus aujourd’hui sur Terre. Les causes ? Elles sont le plus souvent liées à l’homme qui n’a pas toujours su préserver cette nature dont il faisait partie. Du coléoptère à la tortue géante, l’expérience Revivre vous présente des espèces entièrement modélisées en 3D et animées dans leur taille réelle.</p><p>Dodo, grand tigre à dents de sabre, rhytine de Steller, oiseau-éléphant ou tigre de Tasmani, tels des hologrammes en 3 dimensions, ces fascinantes espèces reprennent vie devant vos yeux. Mais alors comment ont-elles vécu et quelles sont les causes de leur disparition ? Une voix vous conte l’histoire de ces espèces et de leurs interactions avec l’Homme. Votre guide ? Un pigeon migrateur - disparu au début du XXe siècle - aux ailes roses argentées vous accompagne d’espèces en espèce. À l’issue du parcours, les espèces animées se réunissent pour vous faire un dernier salut…</p><p>Cette expérience nous éclaire aussi sur les espèces actuelles souffrant de pressions anthropiques et sur les bonnes pratiques des peuples autochtones dont on peut s’inspirer. Elle nous invite à poser un autre regard sur l’ensemble des espèces présentées dans la Grande Galerie de l’Évolution.</p><p>Vous voilà transportés dans le quotidien et les lieux de vie de ces animaux originaires de différents continents, vous trouvant parfois sous la mer, au cœur d’une forêt thaïlandaise ou dans une paisible prairie africaine.</p><p>Munis de lunettes de réalité augmentée, vivez une expérience immersive spectaculaire et conviviale ! Contrairement au casque de réalité virtuelle, vous pouvez continuez à interagir avec les autres tout en profitant du magnifique décor qui vous entoure.</p><p>Conditions de visite : par petits groupes de 5 personnes maximum.<br><br>Durée de l’expérience : 15 minutes<br><br>Toutes nos équipes sont mobilisées pour vous offrir un accueil de qualité, et garantir le respect des règles sanitaires et de sécurité.</p>",payant,Grande Galerie de l'évolution,36 rue Geoffroy Saint-Hilaire,75005,Paris,"48.844402, 2.356165",payant,obligatoire,Tout public.,Agenda,fr,December,2021,December,2025
1040,59481,https://www.paris.fr/evenements/7e-edition-du-festival-jardins-du-monde-en-mouvement-59481,7e édition du festival Jardins du monde en mouvement,"La Cité internationale universitaire de Paris présente cinq projets sélectionnés à l'issu d'un concours proposant aux jeunes talents d'imaginer des créations éphémères dans le parc de 34 hectares. A travers une déambulation, le public découvre la nature au cœur de ces créations, qu’elle soit célébrée pour sa capacité de régénérescence ou au contraire pour alerter sur sa fragilité.","<h2>Des artistes inspirés et inspirants</h2><p>Au détour d'un hêtre pourpre, d'un érable à cannelle ou d'un cèdre de l'Himalaya, découvrez les cinq projets de la 7<sup>e</sup> édition du Festival Jardins du monde en mouvement. Ces créations éphémères valorisent avec ingéniosité le patrimoine immatériel de la Cité internationale.</p><p>C'est une nouvelle de Julio Cortazar, ancien résident de la Maison de l'Argentine, qui a inspiré Matteo Tassan, auteur de l'installation<em> Les contes de la forêt, Soro Bardudo.</em> C'est un autre récit, celui de Jean Giono, que l'Atelier du vivant (Cyril Servettaz) se réfère pour symboliser la paix, l'une des valeurs fondatrice de la Cité internationale. <em>Semer les graines de la paix</em> devient un lieu propice à l'échange et à la rencontre au sein du parc. Clarisse Cheung a également choisi de valoriser le vivre ensemble et les échanges culturels entre résidents qu'elle matérialise à travers une œuvre poétique nichée sous les pins qu'elle a intitulé <em>Les Reflets du Vivant</em>. Dans sa création, elle a recours au bois brûlé, une technique ancestrale japonaise. C'est également dans le registre de la tradition nipponne que le collectif Muro atelier puise le principe constructif de son installation <em>Kintsugi</em>, qui consiste à réparer la céramique au moyen de sève d'arbre teintée d'or. A la Fondation Deutsch de la Meurthe, en mémoire à Louis Pastru dont un pavillon porte le nom, Rafaël Losfeld et Rudy Gardet créent <em>C8H13N05</em>, une installation monumentale biodégradable en briques de mycélium, prenant la forme d'une molécule de chitine.</p>",gratuit,Parc de la Cité internationale universitaire,"17, boulevard Jourdan",75014,Paris,"48.8201090129186, 2.33862499815348",gratuit,non,Tout public.,Aucun,fr,April,2024,November,2024
1041,59418,https://www.paris.fr/evenements/ateliers-d-ecriture-a-paris-ecrire-en-liberte-59418,"Ateliers d'écriture à Paris ""Ecrire en liberté""",Envie de vous mettre ou de vous remettre à l'écriture et de stimuler votre créativité ? Découvrez le plaisir d’écrire en atelier !,"<p>Osez l’aventure d'une année d'ateliers d'écriture ! Des rendez-vous réguliers en petit groupe dans un cadre convivial, des propositions d’écriture riches et variées : les conditions idéales pour stimuler votre créativité.</p>",payant,Couleurs Brazil,18 rue du Borrego,75020,Paris,"48.8728000032123, 2.39984097070985",payant,obligatoire,Public adultes. A partir de 18 ans. Jusqu'à 98 ans.,Aucun,fr,September,2024,June,2025
1050,62878,https://www.paris.fr/evenements/_ground-62878,_GROUND,"""_GROUND"" (prononcez « Underground ») convoque les danses de club afrodescendantes comme le swing ou la house, terreau gestuel du chorégraphe Diego « Odd Sweet » Dolciami qui rend un hommage vibrant à ces danses subversives devenues une culture à part entière.","<p>Sous terre, lorsque le monde s’endort, des communautés
vivent et bougent au rythme de la musique. Des danses swing des années vingt à
la house dance actuelle, ces langages chorégraphiques fédèrent. Les racines
sont les mêmes, la musique mène la danse et une dimension sociale les réunit.
Avec quatre interprètes, Diego Dolciami s’inspire joyeusement de ceux qui ont
construit, grâce à leur corps, une nouvelle voie d’expression. Ces danses
populaires puisent leur inspiration dans des situations de la vie quotidienne
et, comme des exutoires, elles permettent à chacun de s’exprimer librement. Les
danseurs de <em>_GROUND</em> s’en approprient les codes, les détournent et
laissent s’exprimer leurs mondes intérieurs, par la grâce des corps libérés et
dansants.</p><p><strong>Chorégraphie Diego « Odd Sweet » Dolciami</strong></p><p>Avec <strong>Coline Avril</strong>, <strong>Reda Bendahou</strong>, <strong>Thanh
Thanh Nguyen</strong>, <strong>Camille Arrivé</strong>, <strong>Diego « Odd Sweet »</strong><strong>Dolciami</strong></p>",payant,Théâtre de Suresnes Jean Vilar,16 place Stalingrad,92150,Suresnes,"48.8631749799769, 2.20183300888252",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 6 ans.",Aucun,fr,January,2025,January,2025
1051,62854,https://www.paris.fr/evenements/mon-petit-coeur-imbecile-62854,Mon petit cœur imbécile,"Akil a une malformation cardiaque. Il faudrait l’opérer, mais ça coûte cher… Très cher. Une seule solution : sa mère doit gagner le marathon pour empocher la récompense. Alliant danse hip-hop et théâtre, le spectacle d’Olivier Letellier conte la force de l’amour filial et la puissance de l’espoir.","<p>Adapté par Catherine Verlaguet d’après le très beau roman de
Xavier-Laurent Petit, <em>Mon petit cœur imbécile</em> est une pièce d’amour qui
raconte la course folle d’une mère pour continuer à faire battre le cœur de
son fils. Dans une ingénieuse mise en scène immersive, une danseuse hip-hop et
un comédien nous enveloppent dans un dialogue captivant entre mots et mouvements.
Cette histoire bouleversante dit combien l’amour peut pousser les êtres à
donner le meilleur d’eux-mêmes. L’enfance, la combattivité, l’entraide sont
autant de sujets traversés par ce spectacle d’une grande énergie et d’une rare
humanité.</p><p><strong>Texte Xavier-Laurent Petit<br>Adaptation Catherine Verlaguet<br>Mise en scène Olivier Letellier<br>Chorégraphie Valentine Nagata-Ramos</strong><br></p><p>Avec <strong>Fatma-Zahra
Ahmed</strong> et <strong>Romain Njoh</strong></p>",payant,Gymnase du collège Henri Sellier,5 avenue Emmanuel Kant,92150,Suresnes,"48.8612800225285, 2.20376813735137",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 8 ans.",Aucun,fr,January,2025,January,2025
1052,62929,https://www.paris.fr/evenements/giro-di-pista-62929,Giro di pista,"Suresnes Cités Danse s'achève avec un grand bal participatif pour les enfants et les parents. Sur la scène transformée en piste de danse, on se retrouve comme pour un dernier tour de piste, autrement dit un ultimo ""giro di pista"".","<p>Sous de grands fils tendus avec des dessins et des pinces à
linge, une centaine de petits et grands participent à une grande fête
collective imaginée par Ambra Senatore et Marc Lacourt. Emmenés par l’énergie
sautillante de trois danseuses, nous revisitons les gestes du quotidien, chacun
à son rythme. Sur des notes classiques ou de la musique pop, un joyeux moment
de danse se fabrique en direct avec les énergies de chacun, sans chorégraphie
tout à fait prédéfinie. Et parce qu’un bal c’est comme un gâteau, il faut tout
préparer, inventer une recette et le mieux c’est de le faire ensemble ! Les
participants mêlent tous les ingrédients pour rendre ce tour de piste
inoubliable. Une expérience festive et collective.</p><p><strong>Conception Ambra Senatore et Marc Lacourt</strong></p><p>Avec <strong>Cécilia Emmenegger</strong>, <strong>Lise Fassier</strong>, <strong>Lisa
Guerrero </strong></p>",payant,Théâtre de Suresnes Jean Vilar,16 place Stalingrad,92150,Suresnes,"48.8631749799769, 2.20183300888252",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 6 ans.",Aucun,fr,February,2025,February,2025
1053,62918,https://www.paris.fr/evenements/plateau-partage-revue-potomitan-62918,Plateau partagé : Revue + Potomitan,"Explorer la mémoire du corps et ses souvenirs comme on partirait en quête de matériau précieux : Sarah Adjou et Jade Lada transcendent leur parcours de vue et de danseuses, créant chacune une pièce traversée par leurs influences multiples.","<p><em><strong>Revue</strong></em></p><p>Sarah Adjou nous invite à un numéro de décloisonnement des
genres. Du cabaret à la danse contemporaine en passant par le tango, l’artiste
donne vie à une créature libre de ses mouvements, au-delà des conventions. En
mutation continue, elle fusionne tous les gestes enregistrés par la mémoire de
son corps dans un solo aussi incandescent que maîtrisé.</p><p><strong>Chorégraphie et interprétation Sarah Adjou</strong></p><p><strong><em>Potomitan</em></strong></p><p>Aux Antilles, la « femme-potomitan » désigne la
femme-pilier, celle qui porte la famille. En hommage à sa grand-mère, Jade Lada
se reconnecte à ses racines. Au fil de tableaux organiques, la chorégraphe et
ses deux danseuses se soutiennent, chutent, se jouent de la gravité et
s’élèvent. Guidées par un élan commun, entre puissance et douceur, elles
traversent une expérience dansée, hymne à la sororité.</p><p><strong>Chorégraphie Jade Lada</strong></p><p>Avec <strong>Jade Lada, Chloé Moynet, Laura Monin</strong></p>",payant,Théâtre de Suresnes Jean Vilar,16 place Stalingrad,92150,Suresnes,"48.8631749799769, 2.20183300888252",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 8 ans.",Aucun,fr,February,2025,February,2025
1054,62852,https://www.paris.fr/evenements/tendre-colere-62852,Tendre colère,"Qu’est-ce qui est tendre, joyeux, mélancolique, bouleversant, paradoxal et magnifique ? Tout simplement l’humanité dansée des interprètes réunis par Christian et François Ben Aïm, emportés dans une traversée de mouvements infinis et une tempête d’émotions inoubliables.","<p>Manifeste utopique, remède à la mélancolie, pied de nez à la
folie du monde : <em>Tendre colère</em> tient toutes les promesses de son titre.
Pièce animale pleine de tendresse, d’ivresse et de fureur, elle fédère comme
rarement une dizaine de danseurs, animés par la même énergie vitale, virale
même. Laissant place à l’instinct et à la meute, ils dansent, s’écoutent les
uns les autres, se consolent, se rendent plus forts. Artistes associés au
Théâtre de Suresnes, Christian et François Ben Aïm combinent des danses d’aujourd’hui
comme d’autres venues du fond des âges, pour une épopée dont nous serons les
témoins privilégiés.</p><p><strong>Chorégraphie Christian et François Ben Aïm</strong></p><p>Avec <strong>Eva Assayas, Jamil Attar, Johan Bichot, Alex
Blondeau, Rosanne Briens, Chiara Corbetta, Andrea Givanovitch, Jeremy
Kouyoumdjian, Emilio Urbina</strong></p>",payant,Théâtre de Suresnes Jean Vilar,16 place Stalingrad,92150,Suresnes,"48.8631749799769, 2.20183300888252",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 10 ans.",Aucun,fr,January,2025,January,2025
1055,61257,https://www.paris.fr/en/events/fashion-in-motion-n-2-at-the-palais-galliera-61257,"Fashion in motion n°2, at the Palais Galliera","From April 26th, 2024 to January 5th, 2025, the Palais Galliera hosts Fashion in Motion #2 (La mode en mouvement #2). With over 250 new works presented in this second show, the exhibition retraces the history of fashion from the 18th century to the present day through the museum's collections, and showcases the transversal theme of bodies in motion. There is also a focus on the seaside, that reveals rare pieces to the public.","<p>With Paris hosting the Olympic and Paralympic Games in summer 2024, <em>La Mode en mouvement #2 </em>(Fashion in motion #2) takes a look at the history of sports clothing, going through to the social consequences of its evolution.</p><p>Clothing designed for sport (horse riding, tennis, golf, cycling…) is heavily contrasted with streetwear. This second presentation allows the public to appreciate the gradual specialization of sportswear, as well as the introduction of <em>sportswear </em>into the everyday wardrobe.</p><p><strong>The Balnéaire (seaside) section focuses on sea bathing and swimming, symbols of the expansion of sporting activities from the late 19th century onward.</strong> This is an opportunity to discover the extensive collection of bathing suits, swimwear, beachwear and accessories housed at the Palais Galliera. This section highlights the changing relationship towards the body and the evolution of its perception in public, as well as the notion of modesty and decency. It also reveals changes in beauty and aesthetic canon, notably through our relationship with tanning.</p><p><em>La Mode en mouvement #2</em> benefits from exceptional loans from the Musée national du Sport (Nice), the Fondation Azzedine Alaïa, the Bibliothèque Forney (Paris), the Bibliothèque historique de la Ville de Paris, the Musée Carnavalet - Histoire de Paris, the CHANEL Heritage Collection, the Émile Hermès Collection and the Yohji Yamamoto House. These works put the Palais Galliera's exhibits into perspective and bear witness to the practice of physical and sporting activities through the ages, both leisurely and competitively.</p><section>
  <h2></h2>
  <p>This exhibition has been awarded the <em>""Cultural Olympiad </em><em>""</em> certificate. An associated multidisciplinary cultural program will be set up in connection with the 2024 Olympic and Paralympic Games.</p>
</section>",payant,Square du Palais Galliera - Musée de la Mode de la Ville de Paris,14 Avenue du Président Wilson,75016,Paris,"48.8651739800652, 2.29813202391293",payant,conseillée,"Public enfants, jeunes et adultes.",Aucun,en,April,2024,January,2025
