,name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,zipcode
27,LES TRIPLETTES DE BELLEVILLE,4.1,"102 Boulevard de Belleville, Paris",1330,"102 Bd de Belleville, 75020 Paris, France",https://www.triplettesbelleville.fr/,01 43 15 09 54,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']","Okay. I just arrived in Paris after being in Italy for 2 weeks, and this was honestly better than anything I had there! Don’t tell Italy, but this place is sooo good. I had the coquillettes pasta with ham. They use truffle gouda and it’s to die for! I ate the whole thing. Finished it with the chocolate cake. The server Juliette was very kind to me and gave me recommendations for things to do while I’m in Paris. Highly recommend! ; Went here for breakfast. The design looked quite cool and the food was pretty good but we noticed a lot of mouse / rat droppings on the sofa and and on the counters which put us off a lot also the toilet wasn't nice and didn't have any soap which didn't help with the cleanliness feeling.; The breakfast menu consisting of a hot drink, croissant, and fresh orange juice was great. Especially the croissant that was just fresh out of the issue. While the cafe au lait was delicious, the peppermint tea consisted of fresh mint leaves and a bag of green tea. This wasn't great for people who order mint tea specifically because they don't enjoy green tea.; Had a lovely time here. Two friends and I ordered a menu (Formule) and they took a bit too long. They forgot my starter and brought it after the main dish which was messed up too; the steak was half-raw when I like it done. So to compensate, they gave me free desert and only charged me for one dish. Altogether I really appreciate this gesture and I would return.; We came here for lunch. We sat over 5 minutes to get our menue. We then walked in and asked for it. We got two menues, one normal and one for the special lunch offer. Then had to wait 10 more minutes for the waiter to come get our order....

One of my friends wanted food from normal menue, water then says ""no, we only serve from the ""lunch"" menue."" So why did you give us both menues??

They only had three alternatives for lunch meal. Since she had to pick one she then ask if she could then have her food without the saus. The waiter say ""no"" it pre-made.

They showed no will to meet our wishes. Waiter then gets angry that we are asking them to make adjustment to the food and gets an attitude, raises his voice and looks angry. Since she can not have her meal with the sauce, so if they can not do this they loos all three costumers. But he does not care. We left. Would never go back. Bad costumer service",75020
28,Dame Tartine,4.2,"2 Rue Brisemiche, Paris",1139,"2 Rue Brisemiche, 75004 Paris, France",https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=223,01 77 18 88 59,"['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']","We came across this place totally by chance but what a find. People are incredibly nice, welcoming. The food, homemade, is really good and the meat was excellent. Although area is very touristic, it is the exception and it feels like a local restaurant. Every time we went, most customers were french people which is a great sign. The terrasse experience is really nice; The food was great. I had the veal steak with mashed potatoes and it was awesome. Kids had the beef steak and loved it. Honestly can’t remember my wife dish name but looked great!
The staff were super friendly and spoke fluent English.; I ordered a beef steak and was surprised when they brought a medium rare. By default in every restaurant I've ever been it's medium.

Medium rare is still smth that I eat but it was unevenly fried and a half of the steak was completely raw. Although I was very hungry raw is not what I can eat.

The waitress didn't even bother to ask why I didn't finish my steak. Overall she looked tired, unhappy and at the same time busy - she was the only one to serve all the tables. It wasn't a peak hour and only about third of the tables is not less were occupied.; Great place with great food. I had the sea bass and a huge portion of profiteroles for dessert. So good.
The place is heaving with people in the evening, it’s got a very youthful vibe and I like that.
Great selection of drinks too.; Very good atmosphere.
Not only the dishes were delicious, but also staff members in this restaurant were so funny.
We really enjoyed at the first visit, and we went here twice during three days trip in Paris.",75004
29,Le Petit Café,4.2,"6 Rue Descartes, Paris",772,"6 Rue Descartes, 75005 Paris, France",https://le-petit-cafe.fr/fr,01 44 07 35 69,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']","You know that reputation the Parisians earned among Americans in the 1960's as being rude and having bad service? NOT TRUE ANYMORE, but if you feel like you missed out on your opportunity to experience the rudeness, come to Le Petit Café (perhaps better named Le Petit Service) to get ignored! Otherwise, the food's great, if it ever arrives! ...and it's just steps from the Pantheon. Don't go there hungry!; Great staff here in this lovely surprise restaurant. We had the onion soup, and fish and chips. Both were spot on - the soup was loaded with cheese, steamy hot but not scalding. The fish were nicely battered and cooked properly so not greasy or oily. For once here in Paris, the chips (fries) were still hot. The staff seem run off their feet with the college crowd but they remained friendly and attentive. Overall, this was a nice dinning experience. The younger crowd can get loud and exuberant, so if you want a quiet dinner out, this might not be for you. For us, the staff and the food made up for any noise factor concerns.; Good food, the fries were especially good, fast service and the staff is accommodating to English speakers; My favorite place for a coffee in Paris! I visited a few times during my trip. Their coffee was very good. I tried their cafe frappe and it was great on a hot day. The hot latte was also great. Their mojitos are also nice, they have a happy hour! I also tried their burger, it was very good and a big portion. The atmosphere is amazing, the outside seating area is lovely, very quiet, no noise from the street. The staff was nice and friendly.; The food was extremely delicious. We had the best onion soup we have ever had, also the steak was super tasty. The waiters were nice and they spoke English. The prices were fine. Overall i highly recommend the it if you are visiting Paris at anytime.",75005
30,Crêpe Station,4.7,"22 Rue Copernic, Paris",468,"22 Rue Copernic, 75116 Paris, France",https://crepe-station.eatbu.com/?lang=fr,09 70 66 95 19,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 3:00\u202fPM\u2009–\u20092:00\u202fAM']","We went to this place to get some dinner for evening. Sadly the waffles were not available, but they had other options that did not disappoint. We ordered a hotdog and some crepes to go. The wait was less than 10 minutes for the food to get prepared. It was presented in some nice paper containers and a bag to carry the food back to the hotel. I appreciate when businesses use environmental friendly materials like paper and not styrofoam.

The crepes were delicious and the hotdog was a hit for my son. I would definitely eat here again when I’m in Paris again.; Roaming the streets of Paris, exhausted us.
Finally found this little place in the crowded lanes of Paris.
The guy was amazingly friendly. Humble and patiently explained all the items
We ordered XL Tachos and Crepe.
Frankly it was just average food. Nothing special.
It just did the job.; Really nice Crepe! I chose the Kentucky one! Good price for a really tasty crepe! Also, I took the milkshake and it was one of the greatest I have drunk! The employee was very kind! I would recommend it to everyone!; Tiny but cozy crepe place! We went twice already, once for dinner and another time for dessert. You can choose your own toppings. Service is quick and polite. The crepes itself are fresh and crispy. Loved every bite! We plan to go again for another dessert crepe 😁; We tried it earlier today; our first bite in Paris after we checked into our hotel. Flavorful food at a great price, and the workers were very nice and made conversation with us.

The freshness and choices for mixing ingredients and flavors really makes this worth a visit.",75116
31,"Les Pépites, maison d'artisans - Restaurant Paris 15",4.5,"43 Boulevard Garibaldi, Paris",322,"43 Bd Garibaldi, 75015 Paris, France",https://lespepitesparis.fr/fr,09 54 04 04 80,"['Monday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']","Les Pépites, Maison d'Artisans is a fantastic spot for a satisfying lunch. I visited during lunchtime and was immediately greeted by the friendly owner and waiter, who made me feel welcome. The atmosphere was relaxed and inviting, perfect for a midday break.

For lunch, I enjoyed a Grilled Cheese Pastrami, an omelette, and a tartlette for dessert. The Grilled Cheese Pastrami was delicious, with the perfect combination of melted cheese and flavorful pastrami. The omelette was light and fluffy, just right for a lunchtime dish. The tartlette was a delightful way to finish the meal, with its balanced sweetness and fresh ingredients.

I reserved my table through TheFork and received a 20% discount, which was a great bonus. Overall, Les Pépites offers excellent food and warm service, making it an ideal choice for lunch in Paris. Highly recommended!; Amazing brunch! One of my favorite restaurants in Paris. Amazing quality, good food and they are really friendly. 100% recommended; Really beautiful rooms to hire, expat friendly. Very warm welcome and excellent food and drinks. There's always something exciting going on here so you have to keep an eye out not to miss anything. Parking is really good here too.; Very kind staff and also good foods.
It seems that they are selling the eco-friendly products.
The taste of pasta isn’t strong, rather a little bit weak but I like that.; Amazing Brunch !!! (Check my insta food account @_takeyourseat_ ) 💗",75015
32,Café Restaurant L’Arrosoir,4.0,"75 Avenue Daumesnil, Paris",1784,"75 Av. Daumesnil, 75012 Paris, France",http://www.restaurant-larrosoir.com/,01 43 43 64 58,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']","Quite big portion for regular Asian. For me the dish is better with a bit of salt and pepper. 1 salad and 1 steak should be fine for 2 person. They offer free drinking water.; Excellent place to sit on the patio and enjoy a fantastic meal. Started with croque-monsieur on brushetta followed by a salad Cesar and croque-monsieur, salad. All with a paname barge du canal IPA to wash it down.; Very pleasant staff. Good location. Nice vibe. Bad food. It was unfortunately most unpleasant. Avoid unless you're starving.; Very nice place to eat. Food here is very fresh and good quality. Very good selection deserts and wine. Definitely worth to step in and try.; Location,food and mood good:) staffs are not that lovely little cold attitude:(
Side is too simple, only french fried if contain salad with steak, much better:)",75012
33,Tribu Coffee Récréatif,4.9,"183 Rue du Faubourg Poissonnière, Paris",50,"183 Rue du Faubourg Poissonnière, 75009 Paris, France",http://tribuparis.com/,Numéro non disponible,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 2:00\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']","A fun, friendly environment! They have coffee, tea, snacks for kids as well as a great play area with lots of toys and books. They allow laptops as well so I got to get some work done while my family played in the play area. And Ines was really kind as well!; Great little place to come pass an hour or two, with or without kids! The cafe is clean and has a great energy; friendly, welcoming, come-as-you-are vibe. There are so many events for kids and families in their two rooms in the back and downstairs, plus the space in general is made for little ones running around. Can't wait to come back!; Such a great spot for families! We’re lucky we live steps away as we just had a baby. The owners are so lovely, the coffee & sweets are delicious, and their activities, like yoga, are so great to have in the neighbourhood.; came here as I was looking for a place to let my 11 month old baby have a safe space to roam while this mum gets to drink a warm cup of coffee. Super good atmosphere, quite a good selection of toys to play with, toilet is clean as well. Felt really safe to let my child play here, owners are super friendly as well! Definitely will be back again; Great little place, we had some time to kill before our eurostar train and this was conveniently located. The menu isn't very large (sweets only) but what we tried was very good (matcha white chocolate cookie and chocolate hazelnut cookie). Prices a little steep - 5 euros for very small latte, 4 euros cookie each but I guess you are also paying for the playarea. It felt a little cold inside too.",75009
34,Le Gourbi Palace,4.1,"48 Rue Albert Thomas, Paris",203,"48 Rue Albert Thomas, 75010 Paris, France",http://www.legourbipalace.fr/,01 42 08 45 20,"['Monday: Closed', 'Tuesday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","Amazing charm local little spot to have a enjoy a beer listening to live music. A gem ! Family and kids friendly!; Stellar little spot full of charm and good times. Relaxed atmosphere and interesting space. Good selection and decent prices!; Eat and drink with the locals. Very friendly staff, small but interesting menu and great food.; Pleasant honest and friendly. Best Mojito in Paris ? 😉; Top",75010
35,Mignon Café,4.7,"67 Rue Caulaincourt, Paris",426,"67 Rue Caulaincourt, 75018 Paris, France",Site web non disponible,09 83 38 72 48,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20096:00\u202fPM']","Oh my god, the food here is so good!! The 25€ brunch is well worth it. Incredible value. I had the house lemonade, a latté, the avocado tartine, the overnight porridge (a lovely delicate mixture of soaked oats, chia seed and fresh fruit), and a slice of apple caramel cake to finish. The cake was the highlight, though everything was delish. The waitress told me that everything is handmade, and you can definitely taste that in the food.; So delicious - the flavors of the avocado toast with sesame sprinkle all over!! And the pesto was incredible. The eggs - boiled on top of the toast or salad - very fresh and yummy!! We loved the waffle with fruit and enjoyed the juices - Fresh squeezed Ginger, Carrot, Lemon. Apple, Ginger, Lemon..and more!!! Great prices and super friendly staff.; The best brunch I’ve ever had! Ok, to be honest, I haven’t had many brunches in my life so far… and it was my first time in Paris as well. But it was so delicious I don’t know if anything can be better… freshly squeezed orange juice - great taste, not acidic, superb pro matcha, overnight porridge I never thought could be so special, extraordinary avocado toast (of those I’ve had quite a lot, so trust me that this one was top notch), and waffle, the waffle!!! with salted caramel… oh my mouth, stomach, eyes, everything, so happy, super full for 25€… I didn’t eat until dinner… Merci!!! I need to learn French!; Great carrot cake.
Coffee, really not good at all. I had a coffee earlier the day at the excellent Casa (specialty coffee Paris XII).
Well, the contrast was sad.

Also we waited about ten minutes with few clients for our drinks and the waitress mixed up the cakes also.

Improve the coffee and service and you'll improve your rating.; Small but lovely place. Very nice service, great selection of food, coffee and tea. Coffee comes with a choice of plant-based milk if you prefer a vegan option.

We had the chai and coffee latte, and a granola, which was awesome. The bowls and toasts looked awesome, too.

Can recommend!",75018
36,"Le kiosque ""Ménagerie"" jardin des plantes",2.0,Paris,41,"75005 Paris, France",Site web non disponible,Numéro non disponible,Horaires non disponibles,"During my visit to the food kiosk, I was pleasantly surprised by some aspects that I think are worth highlighting despite the negative reviews I had read before.

First of all, the variety of the menu is impressive. There is a wide choice of dishes, which allows you to satisfy different desires and tastes. I particularly enjoyed the toasted chicken sandwich, which was well seasoned and cooked to perfection. The freshness of the ingredients was also notable.

The service was friendly and welcoming. Although the booth was quite busy, the staff was professional and courteous. My meal was served in a timely manner, and I appreciated the team's efforts to ensure customers were satisfied.; Very pleasant setting. The kiosk is well placed, and I ate very well. Contrary to what I read in the comments, for my part everything went very well. The waiter who took my order was kind and smiling throughout our exchange. I was served quickly and in a polite manner. I recommend this kiosk.; Very very slow because it is disorganized, the service is shared between the menagerie and the rest of the park. the “fresh daily” bagel bore the date of the day before and was dry and very lightly filled. In short, don't waste your time, go get a salad at the nearby supermarket, it will be better and cheaper.; Opinions are not taken into account but, it is not clean, very long and the only waiter works without health protection...And as a bonus, at 12:45 p.m. there are no more sandwiches...0; To flee. Waffles not made at home, very very expensive, that's why the terrace is empty, the sun is beating down but the young lady closes the parasols under the authority of her manager.
Going to a nearby Monoprix is ​​better.",75005
37,Pari-Grandir Paris 17,5.0,"chez Montessori's Cool, 5 Rue Emile Allez, Paris",2,"chez Montessori's Cool, 5 Rue Emile Allez, 75017 Paris, France",http://www.pari-grandir.com/,01 71 50 58 86,Horaires non disponibles,; ,75017
38,Le Petit Ney,4.4,"10 Avenue de la Porte de Montmartre, Paris",78,"10 Av. de la Prte de Montmartre, 75018 Paris, France",http://lepetitney.fr/,01 42 62 00 00,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","Fantastic with very helpful staff thank you; Top; A supportive place with a warm atmosphere. The cuisine is simple but tasty and the people are very kind. A place that reconciles with humanity.; Very interesting visit to the Blémont district with a guide from Petit Ney who told us lots of unexpected anecdotes about the history of the district.; An atmosphere that is both simple and exciting, great encounters and a brilliant storytelling show: a great journey in all dimensions!!!",75018
39,Café Klin,4.9,"6 Rue Deguerry, Paris",62,"6 Rue Deguerry, 75011 Paris, France",https://www.cafeklin.com/,07 67 86 08 26,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']","Highly recommend l!! A really nice café with loads of veggie options. They also serve Natural wine and have a great selection of fresh juice and craft beer.
A must to try when you are around Republique area in Paris. 5 stars.; I am not vegan but I find the food in this little café absolutely delicious. I had a taster meal (5 courses) and everything was fresh and tasty. Staff is very nice. You can even seat outside. I will come back; One of my best cafes for breakfast in the morning. An active atmosphere. And their service is good. And a special thanks to the restaurant manager. I will be back to visit again.; Cute interior, a bit dirty, the coffee was good. The selection of pastry was a bit small but it was ok.; An excellent cafe, super friendly staff. Highly recommended !",75011
40,Cozy Factory ( poke bowls & sandwich),4.6,"36 Rue Saint-André des Arts, Paris",140,"36 Rue Saint-André des Arts, 75006 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']","The poké was very fresh. I liked the portion size also. The staff was very friendly and patient. You can ask for the wifi code to save some data when visiting around paris. They also have a restroom too. Which is a nice addition for a small place. Nice place to rest when walking around paris.; Good poke restaurant, fresh products,  good service
Prices are correct: from 9.90 euros
Two sizes : L or XL
You can make your bowl as well choosing the size; Great food and good service! Not so nice to sit because it‘s a small place; Lovely place to eat! Great service, friendly staff, so willing to help us even though we don't speak French very well. The food was delicious, very fresh and a lot of choice. Also the name fits well: cozy and pretty interior. Would definitely visit again!; Very cozy place with nice and fresh food
Recommended for a quick lunch",75006
41,ROND - Sarrazin et Calvados -,4.9,"21 Rue du Transvaal, Paris",391,"21 Rue du Transvaal, 75020 Paris, France",Site web non disponible,09 87 58 75 06,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20094:00\u202fPM']","Some of the best pancakes I’ve had in my life - both sweet and sour! Simply delicious. The staff was super kind, and the place has its own vibe. Love it!; Supremely scrumptious galette and crepes!! Tucked away from the hectiness of Paris, the neighborhood is so serene and the crepes super decadent💓; Not exactly a road trip into Transvaal but still just as worth it were so ! Eclectic dining experience made of home made and genuine products accompanied by Cidre Bio AOC . Everything up to expectations it is definitely a parisian creperie ""hors normes"" and worth the attention of every food lover tourist or resident. Was our second time and will come back for sure. Strangely no tomatoes in any receipe which questions my taste for Complète 🍅 tomate-oeuf-fromage 😉 prices on top quite moderate. Outdoor tables available seasonly.; Cute little place with homemade Bretagne crêpes. The food and cider were amazing.
Around lunch time it got very busy and a bit stressful to eat next to the passing waiters,  but overall it was worth it and I'd go back 👍; I've had a few crepes and galettes in my time, and these are the best I've ever had!
This place is off the beaten track... not the kind of place you'd stumble across. It was kindly recommended to us by our host, when staying at a nearby apartment. And what a great recommendation it was!
A lovely little restaurant with a great atmosphere.
The staff were really friendly and helpful, and very accommodating of our less-than-brilliant French.
There's a good selection of French cidre, which is always a good thing.
And the food was perfect. I had the Bosrobert galette (sausage, egg etc) then the Mi Choco crepe (both pictured).
I hope we'll return to Belleville one day, and if we do, we will head straight to this place!",75020
42,Pelit Déjeuner Brunch,5.0,"102 Rue du Cherche-Midi, Paris",1,"102 Rue du Cherche-Midi, 75006 Paris, France",Site web non disponible,Numéro non disponible,Horaires non disponibles,Unknown,75006
43,Koff Burger Montmartre,4.5,"15 Rue la Vieuville, Paris",874,"15 Rue la Vieuville, 75018 Paris, France",Site web non disponible,01 46 06 83 36,"['Monday: 12:00\u2009–\u20093:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM']","This place is by far one of the best burger places! I almost thought we were back in the states! The burger and hot dog were amazing! Definitely can’t recommend this place enough. I was surprised that there wasn’t more people in here. We’ll be returning here if we come back to Paris.; Puts 5 guys to shame.

Absolutely 5 stars burger.
Definitely wish I could be back to try the other burger variations.

Went with cheeseburger & wasn't disappointed; I came across KOFF while strolling around Montmartre and was glad I found it. My daughter and I had lunch there and everything was delicious. I had the hamburger which was cooked perfectly medium as I ordered. The fries were among the best I’ve had during my stay. I highly recommend this place.; The food was super tasty and the service was very friendly and attentive.; Yes I was an American that went to an American burger place in France... It was one of the few places open and we figured wth. We were so glad we did! Definitely come here! This was probably one of the best burgers I have had in my life! The fries were excellent too. The service is lacking and it seemed like only two people were working and one disappeared and the other had to pick up the slack. We are also still learning how service really works in France so it may have been a cultural disconnect. But even with that, just go you will not be disappointed. I got the mcFly and my sisters got the bacon cheeseburger, do not expect American level bacon, it was still fantastic though. I don't think you could get a bad burger here.",75018
44,Les Niçois,4.0,"7 Rue Lacharrière, Paris",695,"7 Rue Lacharrière, 75011 Paris, France",http://www.lesnicois.com/,09 84 16 55 03,"['Monday: Closed', 'Tuesday: 6:30\u202fPM\u2009–\u20091:30\u202fAM', 'Wednesday: 6:30\u202fPM\u2009–\u20091:30\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","We found this place randomly and it was a nice surprise
Great staff, good food and beer with a reasonable price
Definitely recommend; A mediocre food, combine but a worse service ever, a nasty woman, who refused t serve my table based on her mood. Menu  eclectic not original neither interesting, Overprice and not worth a penny, is a pity they waste such a good location; Quite unusual place, with a real pétanque playground and table soccer board game in the basement. The food is nice for lunch, and prices are reasonable. The waiters' kindness and waiting time are greatly varying. For 16 euros, you get a 2 course set (entry + main dish or main dish + desert), with quite good, nice and fresh food, well cooked and well presented. Soups are way too salty though. The interior design is based on French southern style, the city of Nice especially. The window-roof makes the place quite bright.; Good place for brunch but also tapas in the evening. Chill place, very friendly staff, tasty food. Highly recommended for a nice evening with friends (you can play the typical french ""Pétanque"" downstairs) or for couples. Will definitely go again !; Small but rather cozy place. Service was good. Food was decent and a really good price for lunch set (according to Paris standards). I paid 16 euros for an appetizer and a main course. They also have a sand pit for petanque and a foosball table downstairs.",75011
45,Little Parmentier,4.8,"86 Avenue Parmentier, Paris",35,"86 Ave Parmentier, 75011 Paris, France",Site web non disponible,09 54 46 44 45,"['Monday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Wednesday: Closed', 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","I had the fish and chips and my wife had the Carnard.  Food was delicious but I am going to echo what others have said, the owner is super friendly, warm and welcoming.  I would gladly come back based on that alone.  Highly recommended for both food and atmosphere.; Am not sure I went to the right Little Parmentier if all the reviews are true!
The steak was rubbery, the salad was manky and the small glass of red was €7. A real tourist trap! I shouldn't have entered when I saw the place completely empty!
Serves me right for placing my trust in these reviews!; Our first dinner experience in Paris and it was wonderful. The gentleman that was front of house was so nice and helpful. Food itself was also wonderful, cook on the beef was absolutely perfect.; The food is  very good and familiar.
The boss is nice and friendly and the ambiance is calm and relaxed...
The prices are moderate and we can choose some good artisanal beers. We feel at home!; One of the best restaurants in Paris",75011
