name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,more_kids_friendly_weighted_sentiment,proche_park,kids_friendly_sentiment,kids_mentions_count,zip_code,unique_id,kids_friendly
Le 3Bis,4.8,"41 Rue des Pirogues de Bercy, Bercy Village - Paris",877,"41 Rue des Pirogues de Bercy, 75012 Bercy Village - Paris, France",https://le3bis.com/,01 71 25 26 37,"['Monday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:30\u202fAM\u2009–\u20092:00\u202fAM']","we found this place while looking for a brunch spot in paris that actually takes reservations
le 3bis collaborates with lazy brunch to offer a super cute and super fun brunch every saturday and sunday
the plan is 35 eur for 1 hot drink, 1 cold drink, 1 salty dish and 1 sweet dish.
you also get to play any game from a super large selection of board games (we played uno and #destroyedfriendships hahah).
the staff was extremely nice and helpful
very recommended for a lazy sunday out of the house; wonderful original place with great staff. we spend 2 hours eating and playing console games. prices are reasonable and i'll happily return another weekend.; amazing place to be with your friends , great food,  great drinks and nice rooms with good decoration; we had a great time here singing karaoke in the salon cuba! we've never ever seen anything like it and vincent was gracious in showing us all of the rooms. we were extremely impressed with the concept and thought behind the intricacies of each room. the food and drinks were also outstanding. definitely recommend a visit!; if you're looking for a perfect place for an anniversary, for brunch and play, for a not so calmed play night in paris, ... look no more. this is the place. perfect experience from reservation through the night to the very last minute ☺️ the team is incredible, really, they are fun, sympa, profesional, the private rooms are great and super super clean, the food is amazing and cocktails might be one of the best in town. they were flexible with everything and just cared about us having a good time 🍻🎂🎈 so we did have the best time ever in a bar. it was indeed like having a party at my place and without the cleaning and cooking part ! you rock, if you have more business in france, let me know, with your notion of quality and service, i'll try any concept you launch!
thanks again for a wonderful night, the whole team was perfect! really, that's amazing!
best 🍰 : cheerscake
best cocktail 🍸: xstar
best room: sitcom
best activity: karaoke 🎤
cheers 🥂 hasta la próxima ! muchas gracias !",48.8331487,2.3873637,0.0,True,0.0,0,75012,Le3_75012_2331,True
J’Peux Pas J’ai Poney,4.7,"197 Avenue Daumesnil, Paris",550,"197 Av. Daumesnil, 75012 Paris, France",Site web non disponible,06 33 48 90 34,"['Monday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 5:00\u202fPM\u2009–\u200912:00\u202fAM']","cannot recommend this place enough! every time i’m in paris i have to come here. the food is great, they have so many games, and the staff and people who hang out there are so nice. almost all of the staff speaks english yet the place is still very authentically french. it’s not “a tourist bar” but it’s perfect and welcoming for any and all tourists. if you are in paris you have to go here!!!; nice new and fresh bar ! it just started but looks like it has potential !
you can play to differents video games.
if you come on tuesday, you might enjoy the blind test.
they also have a nice choice of board game. do not hesitate to ask the staff about it.; very good experience, the places lives up to the reviews online. it's a bit small but very cozy to play, i recommend to go play when you are between friends or on a date. the drinks on the menu are fun and quite tasty 😋; great atmosphere, funny and creative,  staff is very friendly and food is good. i'll definitely come back often. i recommend it.; our go to bar after dance classes. i swear we're gonna find that hidden flag one day ! 😁

a large collection of drinks with interesting names and experience, and many alcohol free options.

it also seems like batman has a hideout in there...",48.8400365,2.3945578,0.0,True,0.0,0,75012,J’Pe_75012_2332,True
La Plume de Phénix,4.8,"100 Rue de Montreuil, Paris",356,"100 Rue de Montreuil, 75011 Paris, France",https://laplumedephenix.fr/,01 82 33 02 18,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 5:00\u2009–\u200911:30\u202fPM', 'Thursday: 5:00\u2009–\u200911:30\u202fPM', 'Friday: 5:00\u2009–\u200911:30\u202fPM', 'Saturday: 3:00\u2009–\u200911:30\u202fPM', 'Sunday: 3:00\u2009–\u200911:00\u202fPM']","great place! loved the aesthetic, lots of fun decorations and theming (menus, painting, props). great selection of board games to just pick off the wall, and seriously nice staff willing to both provide drinks/food, as well as assist with board games. food was varied, with some very nice options, and fun, game-themed cocktails. great spot for the nerds!; great pub with great atmosphere games and people; lovely food, ambiance and wide selection of boardgames!? 10/10; we really had an incredible evening! the “tavern” and friendly atmosphere is really successful, we really felt comfortable and we had a lot of fun! the drinks and food are really good quality too, really nothing to complain about!; a top games bar, the food is incredible..!! and the tables are far enough apart so as not to interfere with each other during the games. all this in a decor that gives a nice atmosphere. friendly staff.
drinking from large mugs was the argument that made me come but i admit that it's weird to put your lips on wood",48.850744,2.3958558,0.0,True,0.0,0,75011,LaP_75011_2336,True
La Pelouse de Reuilly,3.8,"92 Boulevard Poniatowski, Paris",161,"92 Bd Poniatowski, 75012 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20097:00\u202fPM']","now, for the star(s) of the show: the omakase! a majority of their fish is sourced from tsukiji, which is amazing! if it's not from tsukiji, then it's locally sourced. as i mentioned earlier, patrick explained every piece that he made for us and the servers who brought other courses explained those as well.; correct; unwelcoming staff, impossible to pay for two drinks (draft beer + fruit juice) in cash. required us to go to the atm. outside, the tables and table legs are rusty even emmaüs would not take them. a garbage container is placed at the entrance to the bar/restaurant and close to the tables on the terrace. the drink break in the sun is quickly over.; upon our arrival, very well received, menu and menu accessible to all budgets.
the plates are copious, beautiful presentations that make you want to taste.
i recommend this establishment which is managed by a young couple; oi boa tarde conheci um rapaz que se chama bruno e ele e portugues, preciso entrar em contato com ele, foi cliente ai no ano de 2006 , tinha uma namorada que se chamava glauciane, ele ate teve um caso com uma garçonete brasileira que vcs tinham contratado que se chamava lauren, ele pode ser pai de uma menina de 16 que procura o pai biológico, se alguém aqui puder ajudar o conhecer o bruno meu whatzapp + 5562 993165559",48.8338384,2.40392,0.0,True,0.0,0,75012,LaP_75012_2337,False
Birdie's Cafe,4.1,"26 Rue de Valmy, Montreuil",372,"26 Rue de Valmy, 93100 Montreuil, France",https://m.facebook.com/birdiescafe93100/,01 43 63 51 76,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: Closed', 'Sunday: Closed']","place is fun, quickly served !
tried the « tagliatelle au saumon » and it was good !
overpriced, 15.9€ for launch, in a modest place.
espresso coffee was perfect ! 👍🏻
staff are are nice, thats good one too; very tasty filet de bar and cassolette dishes. nice place with an amazing decoration; place is fun, beer is correct, service is nice. don't expect over quality here (alcohol or food) but it does the job for a fun night with friends. be aware though that the music is quite loud for discussions and that tuesday is blind test day.; nice place to have food and drinks after work. prices are ok; nice place! very good food! very friendly personal! the best pub in paris!",48.8509129,2.4181769,0.0,True,0.0,0,93100,Bird_93100_2340,False
Le Bouillon Belge,4.1,"6 Rue Planchat, Paris",887,"6 Rue Planchat, 75020 Paris, France",Site web non disponible,09 63 65 70 70,"['Monday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 5:00\u202fPM\u2009–\u20092:00\u202fAM']","tuesdays they have menu degustation for 5 euro with unlimited rice !!!! not only the food is delicious also you are in a super sympa ambiance. need i say they have free karoeke downstairs ?
a must in the quartier.; great pub with nice variety and quality of beers and snacks. the bartenders are awesome! must visit in the area to feel some cool local vibe.; best belgium beers selection in the area. very nice welsh and french fries. and now they accept card payment!!!! yeah!!!!; from a filipino living in france : good, unpretentious filipino food hidden away in a paris side street - worth the trip.; my family and i went for dinner. though we got there late they let us make an order. delicious food, very nice service and the beers were dope. highly recommend.",48.8521505,2.3993052,0.0,True,0.0,1,75020,LeB_75020_2343,True
Le Triangle,4.7,"22 Rue François Truffaut, Paris",597,"22 Rue François Truffaut, 75012 Paris, France",https://letriangle.net/,07 77 94 60 05,"['Monday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:59\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:59\u202fPM']","le triangle is epic! the route setting is top-notch, offering a mix of fun, creative and challenging climbs that keep things exciting. the facilities are very clean and i enjoyed a pleasant sauna after my session. but what really makes this place shine is the super friendly staff and community of local climbers. they offered beta tips, encouragement, and lots of high-fives! whether you're a newbie or a seasoned climber, this spot is a total winner. i would fly across the globe to climb here again soon.; great little climbing wall, seems very well setup for children downstairs. much better than my local wall in england which has nothing for children. upstairs adult area is relatively small, but had a good selection of routes for all abilities. perhaps it'd be nice to see some more routes crammed in to offer more choice. i think you might get a bit bored if this was your local wall and went regularly, but it was great when visiting with an hour to spare.

all round great experience in central paris. pricing was $15 for a session. again not bad for a capital city. had a lovely beer after our climb aswell. would definitely go again!; not big but neat! fun routes. right outside the subway, easy to reach. helpful staff. free water bar. has separate kids zone. excellent place to hang out with friends.; at the end of our trip to paris we were looking for a place to have some drinks in the bercy area, when we stumbled upon this gym. they were very welcoming even though most of the group was just entering for some drinks. because our bus would leave shortly we got a little discount, so me and my friend could squeeze in a quick session. overall very nice gym with some challenging boulders, thanks for the hospitality!; what a place ! great to relax, challenge yourself and have a drink in the evening. great staff who speak english and treated us well. everyone in here is very friendly and helpful and are happy to help improve your climbing! love it",48.8329622,2.38564,0.1631944444444444,True,0.173611111111111,3,75012,LeT_75012_2346,True
O.T. Bubble,4.7,"20 Rue Chanzy, Paris",209,"20 Rue Chanzy, 75011 Paris, France",https://www.otbubble.fr/,07 55 51 98 28,"['Monday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 12:30\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","this place has fair prices and has really nice staff (also a really cute dog) and i recommend it to any boba fans!; great banh mi and bubble tea and incredibly friendly and helpful staff. the seating and music and atmosphere is all really nice. the only thing i could ask for is if they would consider adding a taro bubble tea just because its my personal favorite, but honestly its a lovely place and one of the best spots in this part of town.; we went there because of the good reviews... sadly the bubble tea was way to sweet and tasted very artificial... i couldn't drink it. i am more used to places where you can make your own combination but there was no overview of the options. my friend had a banh mi which he liked. the place itself is cute. but since the main focus is the tea which was not tastly, i wouldn't go again.; i love the decor and interior of this cafe. big variety of bubble tea. they offer board games too.; its an amazing place with a free arcade ;)! i highly reccomend it for any bubble tea lovers",48.8524803,2.3843153,0.0,True,0.0,0,75011,O.T._75011_2347,True
La Tête à l'Envers Pub Vincennes,3.7,"7 Avenue de Nogent, Vincennes",2048,"7 Av. de Nogent, 94300 Vincennes, France",https://latetealenvers.cafe/,01 43 28 30 07,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fAM']","the service attitude of a short-haired female waitress at this restaurant was extremely cold. from ordering to payment, it felt like i owed her 5 million. she was very impatient with us. as a tourist, i haven't encountered such unpleasant service throughout paris. the rest of the staff were nice and full of smiles. my advice to this girl: if you don't love your job, maybe it's time to find a new one.; great sports bar in paris, would highly recommend everyone visiting. brilliant food and drinks and the staff are lovely.; a very nice place to grab a beer, get a talk and chill, i find it very comfortable, service is top and the ambience is like a nice pub; loud music which at first you don't mind, then it become irritating. we ordered the 'green burgers' without cheese. the vege burger was dry and so hard the knife could not enter it.  i couldn't but the bread, something was seriously wrong. i pointed it out to waiter, he apologised and bought more of the overlooked chips. my mint tea tea bag was good, otherwise we wasted  €24 on inedible meals. there are lots of drinks and cocktails available. better suited to those wanting alcohol than food.; this was my worst food experience dining in paris but then i did go to a sports bar instead of a bistro. the service was really bad and unattentive. they were too busy on their phones or watching the soccer. i waited for ages to be served and sat with empty plates for over 20 minutes despite the restaurante being empty. the fish i chose was so undercooked it could not even be described  as being luke-warm. needless to say i did not order dessert or coffee as i flat out refused to spend any more money in this establishment.",48.8446572,2.4402707,0.0,True,0.0,0,94300,LaT_94300_2348,False
Du Pareil Au Même,3.9,"29 Rue du Midi, Vincennes",69,"29 Rue du Midi, 94300 Vincennes, France",https://www.dpam.com/,01 43 65 63 23,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","just passby and saw they were on sale luckily my son needs some clothing and to my surprise  they were 50%off so i try to grab 2 long sleeves was shock because it was cheaper than i was expected, i regret i did not get a lot but of course i can always come back. the textile of the clothes were soft, not itchy and i love it. they looks good too to my son; nothing to say about the staff who are welcoming, attentive, the store is well stocked, everything is perfect regarding logistics.
but still doing ceiling sanding when we welcome customers and at this time accompanied by young children do you find that normal?
first of all, the fitting room is located in a corner where you have to close a hidden door where there is a stock of clothes; closing a canvas curtain in a cramped space is really not great.
it is to the management that i am addressing; very nice store with a very good choice of clothes. the value for money is very good.
the welcome and advice were there! thanks; very tidy and pleasant store. selecting. beautiful clothes at a good quality/price ratio. kind and friendly seller.; very nice shop. i love the clothes, very colorful!
prices are correct. the staff is very nice.
i recommend !",48.8471571,2.4358721,0.1374285714285714,True,0.1761904761904762,1,94300,DuP_94300_2352,True
Les doigts dans le nez,5.0,"2 Rue du Général Leclerc, Charenton-le-Pont",42,"2 Rue du Général Leclerc, 94220 Charenton-le-Pont, France",Site web non disponible,01 53 66 88 26,"['Monday: Closed', 'Tuesday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 2:30\u2009–\u20097:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 2:30\u2009–\u20097:30\u202fPM', 'Thursday: 2:00\u2009–\u20097:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 2:30\u2009–\u20097:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u200912:30\u202fPM']","if you are still looking for a toy store, don't hesitate any longer.
“fingers in the nose” is ali baba’s cave for little ones, little ones but also older ones. quality items and a super cool owner to welcome you. so go for it!!!; extensive selection and great advice. best children's store ever!; children's paradise!
all the kids in the neighborhood come there to play as well as to find toys and equipment.
julien is adorable and gives really good advice.
we love !; we have always found what we are looking for in this store. julien, the owner, knows the products and always gives good advice. we come back with pleasure (and the children too). thanks to him!; the best store in the neighborhood. great choice for children.
i'm a fan. very pleasant welcome and good advice.
i highly recommend",48.8223643,2.4142356,0.6,False,0.6,3,94220,Les_94220_2353,True
Kangaroo Kids - Agency De Garde D'enfants,4.4,"1 Ter Rue du Midi, Vincennes",27,"1 Ter Rue du Midi, 94300 Vincennes, France",https://vincennes.kangouroukids.fr/?utm_source=google&utm_medium=organic&utm_campaign=cta_site_web_google_maps_vincennes,01 43 65 59 11,"['Monday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","🙊we paid 119 euros in application fees for having unqualified profiles.; as a first year student at but gaco, i was able to complete an internship within the agency in order to discover the field of hr and commerce.
i learned a lot and developed new skills in these areas, knowing that the agency manager and her team were always attentive and showed kindness in order to guide me in my tasks.
it’s a motivating agency that makes you want to get involved.
thank you to the team for their welcome.; i am delighted with the quality of the exchanges and the services offered.
the director of the charlotte agency is particularly attentive to our expectations and responsive.
thanks to lens from the team for their work.
i highly recommend; unserious agency. makes appointments and doesn't keep them. really not okay when traveling with a baby! i also received an unprofessional welcome, not very reassuring when it comes to childcare!; customers for two years now, we are still satisfied with the agency which knows how to be responsive and efficient even in an emergency!
the team is warm and attentive, and our son loves his nanny!",48.8470427,2.437928,0.3061666666666667,True,0.3479166666666666,1,94300,Kang_94300_2354,True
A la Ribambelle,4.2,"8 Rue Robert Giraudineau, Vincennes",99,"8 Rue Robert Giraudineau, 94300 Vincennes, France",https://ribambelle.fr/,01 41 93 10 00,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']","we had a great time for our kids birthday party. camille was our host and she was really great.; ok; we ordered a princess-themed service for our 4-year-old daughter with camille.
very punctual (arriving early), very personable and proactive, she managed to captivate the children during the 2.5 hours. makeup, games, puppet shows, balloon sculptures, they were treated to everything. we warmly recommend this facilitator who takes her role very seriously.; camille was gentle, kind and professional to everyone.
the 3 hours on the princess theme went by very quickly and the children had a blast.
she has a talent for interpretation and energizing the children, plus she remembered the guests’ first names quite quickly and showed remarkable open-mindedness!
i recommend to everyone 100%; clown themed birthday party for my 6 year old daughter. our clown camillette and zuma (in training) arrived 20 minutes before, fortunately they finished the installation just before the arrival of the first guests.
my youngest, 3 years old, even had incredible makeup with glitter, she was in heaven. everyone loved the games, shows and activities offered (i would point out that all the activities on the website were done - they managed the time impeccably). a big congratulations to the two facilitators because it was not an easy thing to manage 11 totally wild children! it was great, thank you",48.8456233,2.4353171,0.360325,True,0.4289583333333334,5,94300,Ala_94300_2355,True
Ava & Mr Joe,4.4,"36 Bis Rue de Montreuil, Paris",89,"36 Bis Rue de Montreuil, 75011 Paris, France",http://www.ava-and-mr-joe.fr/,01 43 70 22 71,"['Monday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","its ok; good choice; very pleasant shop with good choices and above all a very kind owner who loves her job!; a unique place where i found my happiness... return to childhood, good quality toys...
very warm welcome, smile, finally everything to go for a little tour...; more than a neighborhood store always open, a real concept store with real, always sound advice and a lot of sympathy and gentleness from the manager.
100% recommended, we can find an idea or gift whatever the budget.",48.8503191,2.3867906,0.0,True,0.0,0,75011,Ava_75011_2356,False
Bambini'troc,4.2,"26 Avenue du Bel air, Paris",50,"26 Av. du Bel air, 75012 Paris, France",http://www.bambinitroc.fr/,01 43 47 33 76,"['Monday: Closed', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","rather pricey for second hand clothes. 10 euros for a romper, 15 for trousers. but nice collection.; very nice little neighborhood shop.

the prices are a little high for second hand, but we want to support local businesses and passionate managers like florence!

she is very meticulous in her selection, and she is someone you can trust.; incredible store to find quality clothes or toys, at reasonable prices. each item has been meticulously chosen by the owner, and there is a good flow, so we find new items each time we visit.; bambini'troc is a great place to find very beautiful clothes for children, unique and inexpensive compared to their purchase price new. all the pieces we purchased have been very well maintained and last a long time, which allows us to have original clothes which then continue their life with our friends' children. i highly recommend this place, where we always received a very warm welcome and where we regularly found gems.; the products offered are in excellent condition (clothing and toys)
very pleasant contact with the manager",48.8470868,2.3973078,0.2978181818181818,True,0.3545454545454545,2,75012,Bamb_75012_2357,True
Mercredi sur la Lune,5.0,"77 Boulevard de Picpus, Paris",18,"77 Bd de Picpus, 75012 Paris, France",http://mercredisurlalune.com/,01 72 60 04 26,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","this store is a gem! the selection of toy book sets is neat and current. i always find great books, puzzles etc for my children. thank you laura, we can see that you are passionate!; superb toys, well sourced! the owner always offers good advice depending on the budget or when you are hesitant depending on the age of the child or baby.

the ideal store to spoil the young and old around you!; i came to buy a gift for the birth of a baby. the saleswoman was very friendly, she helped me very well in choosing my purchase. the toys and children's objects sold are in very good taste. we find things here that we don't see elsewhere. the gift (two little dolls bearing the image of the group daft punk!) was a hit. great address!; very beautiful products selected with great care! something to spoil young and old alike. for my part, i fell in love with the magnificent christmas decorations and plant candles.
and what's more, the owner is super friendly and available :)
i highly recommend; boutique love! a very warm welcome and a very nice selection of objects for little ones (and older ones!). we feel that everything has been chosen with great care and attention.",48.847069,2.3989889,0.62984375,True,0.62984375,4,75012,Merc_75012_2358,True
Pauline Lotte - Puéricultrice - Consultante parentalité - Spécialiste sommeil bebe et enfants - Premiers secours enfants,5.0,"41 Boulevard de Charonne, Paris",72,"41 Boulevard de Charonne, 75011 Paris, France",https://www.paulinepuericultrice.fr/,07 61 75 10 70,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","since i became mom, i often attend different workshops related to baby and kids. among the trainers that i met, pauline is just exceptional: clear, professional, theoretical and practical at the same time. i think this rare capacity is linked with her diverse working experiences. i recommend her without any hesitation.; pauline is a gentle and fully available professional. she was able to understand my difficulties as a mother and my anxieties and she accompanied me with great gentleness and kindness without ever any judgment. my son's sleep was a real and obsessive topic. with pauline's support, i was able to find serenity. many thanks 🙏; we were desperate when we met pauline. our 5 month old boy's nights were complicated and we needed quick results. pauline, very gentle and caring, gave us valuable advice which changed things from the first night. we are better identifying the signs of fatigue in our son, and his nights, as well as ours, have quickly improved :) the first aid coaching session with her was also great!
thank you for everything pauline! we will not hesitate to call on your advice again.; we had the chance to work with pauline to improve our baby's sleep and the consultation was brilliant. from the start, pauline was incredibly caring and attentive to our concerns and specific needs.

she took the time to understand our unique situation and came up with a personalized plan to help us establish better sleep habits for our child. her advice was clear, practical and always gentle and respectful of our baby's natural rhythm. she not only gave us instructions, but explained the why behind each recommendation, which gave us a better understanding.; pauline is a gentle, attentive and attentive professional. during the sleep support and first aid training, she showed a lot of kindness, professionalism and was always available for all my questions. i highly recommend.",48.8518662,2.39771,0.375,True,0.375,3,75011,Paul_75011_2359,True
"Trompette, maison de qualité",4.9,"52 Rue Raymond du Temple, Vincennes",48,"52 Rue Raymond du Temple, 94300 Vincennes, France",https://www.trompette-store.com/,09 82 38 57 73,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 2:00\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","wonderful sales lady. went to buy a gift for a friend’s daughter. i couldn’t make a choice easily since they had so many beautiful things with nice quality. definitely recommend this beautiful shop!; best shop, best toys both fun and educational.; i discovered this store at the beginning of june, my sons were very happy, i have a magnetic game that i was looking for. i had a warm welcome and i was given very good advice. very beautiful, quality items for children. i recommend ! 👍🏻; we stopped by to buy a trixie backpack for our son, and the welcome was worthy of an olympic podium.

the person was super nice, like we've been training partners forever.

the store is small, but it's like a real stadium filled with trixie products and other cool brands. not very big in size, but in terms of choice and quality, it's high level.

i recommend without hesitation with a gold medal!; excellent toy store, each object is selected with great care by the manager who pays great attention to the quality of the products, both educationally and in terms of composition.
your money is always well spent here, the advice is excellent!",48.8465077,2.4383265,0.98,True,1.0,1,94300,Trom_94300_2360,True
